ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
131671,Hearty Rhino,131509,0,0,6717,0,2
131672,Bad Clams,131509,0,0,6450,0,2
131673,Smoked Desert Dumplings,131509,0,0,7004,0,2
131674,Smoked Rockfin,131509,0,0,7005,0,2
131675,Spiced Beef Jerky,131509,0,0,7017,0,2
131676,Spider Sausage,131509,0,0,7035,0,2
131677,Versicolor Treat,131509,0,0,7096,0,2
131678,Tundra Berries,131509,0,0,7100,0,2
131679,Winter Veil Cookie,131509,0,0,7109,0,2
131680,Winter Kimchi,131509,0,0,7112,0,2
131681,Large Raw Mightfish,131509,1,0,7960,0,2
131682,Raw Mithril Head Trout,131509,1,0,7971,0,2
131683,Raw Spotted Yellowtail,131509,1,0,7979,0,2
131684,Clam Bar,131509,0,0,6524,0,2
131685,Smoked Black Bear Meat,131509,0,0,7003,0,2
131686,Westfall Stew,131509,0,0,7117,0,2
131687,Tek'Abim Banana,131509,0,0,7120,0,2
131688,Tough Hunk of Bread,131509,0,0,7125,0,2
131689,Barbecued Buzzard Wings,131509,0,0,6453,0,2
131690,Candy Bar,131509,0,0,8702,0,2
131691,Tricky Treat,131509,0,0,8718,0,2
131692,Pyroblast Cinnamon Ball,131509,0,0,8719,0,2
131693,G.N.E.R.D.S.,131509,0,0,8720,0,2
131694,Soothing Spearmint Candy,131509,0,0,8721,0,2
131695,Chewy Fel Taffy,131509,0,0,8722,0,2
131696,Dwarven Mild,131509,0,0,7314,0,2
131697,Succulent Pork Ribs,131509,0,0,7090,0,2
131698,Buttermilk Delight,131509,0,0,8705,0,2
131699,Dark Desire,131509,0,0,8706,0,2
131700,Tasty Summer Treat,131509,0,0,8709,0,2
131701,Toasted Smorc,131509,0,0,8710,0,2
131702,Fire-toasted Bun,131509,0,0,8712,0,2
131703,Goblin Gumbo,131509,0,0,8717,0,2
131704,Baked Salmon,131509,0,0,7312,0,2
131705,Darkmoon Dog,131509,0,0,7313,0,2
131706,Pickled Egg,131509,0,0,6901,0,2
131707,Poached Northern Sculpin,131509,0,0,6907,0,2
131708,Roasted Clefthoof,131509,0,0,6925,0,2
131709,Bellara's Nutterbar,131509,0,0,6457,0,2
131710,Conjured Cinnamon Roll,131509,0,0,6530,0,2
131711,Crusader's Rations,131509,0,0,6555,0,2
131712,Cuttlesteak,131509,0,0,6559,0,2
131713,Fillet of Icefin,131509,0,0,6678,0,2
131714,Haunted Herring,131509,0,0,6715,0,2
131715,Blackened Sporefish,131509,0,0,6464,0,2
131716,Luminous Bluetail,131509,1,0,7961,0,2
131717,Raw Brilliant Smallfish,131509,1,0,7965,0,2
131718,Raw Longjaw Mud Snapper,131509,1,0,7970,0,2
131719,Lollipop,131509,0,0,6867,0,2
131720,Poached Bluefish,131509,0,0,6904,0,2
131721,Poached Emperor Salmon,131509,0,0,6905,0,2
131722,Rhinolicious Wyrmsteak,131509,0,0,6921,0,2
131723,Salted Venison,131509,0,0,6969,0,2
131724,Shinsollo,131509,0,0,6990,0,2
131725,Spiced Wolf Meat,131509,0,0,7027,0,2
131726,Stormwind Brie,131509,0,0,7047,0,2
131727,Styleen's Sour Suckerpop,131509,0,0,7088,0,2
131728,Un'Goro Etherfruit,131509,0,0,7099,0,2
131729,Wild Ricecake,131509,0,0,7113,0,2
131730,Fish Feast,131509,0,0,6681,0,2
131731,Fresh Eagle Meat,131509,0,0,6685,0,2
131732,Garadar Sharp,131509,0,0,6690,0,2
131733,Giant Clam Scorcho,131509,0,0,6691,0,2
131734,Gingerbread Cookie,131509,0,0,6693,0,2
131735,Goretusk Liver Pie,131509,0,0,6698,0,2
131736,Grilled Mudfish,131509,0,0,6704,0,2
131737,Grim Guzzler Boar,131509,0,0,6708,0,2
131738,Dry Pork Ribs,131509,0,0,6582,0,2
131739,Enriched Manna Biscuit,131509,0,0,6583,0,2
131740,Sporeling Snack,131509,0,0,7039,0,2
131741,Smoked Sagefish,131509,0,0,7006,0,2
131742,Snapvine Watermelon,131509,0,0,7010,0,2
131743,Hot Lion Chops,131509,0,0,6729,0,2
131744,Sour Goat Cheese,131509,0,0,7013,0,2
131745,Spice Bread,131509,0,0,7016,0,2
131746,Spiced Mammoth Treats,131509,0,0,7019,0,2
131747,Succulent Orca Stew,131509,0,0,7089,0,2
131748,Sweet Potato Bread,131509,0,0,7091,0,2
131749,Tasty Cupcake,131509,0,0,7093,0,2
131750,Charred Wolf Meat,131509,0,0,6521,0,2
131751,Dragonbreath Chili,131509,0,0,6577,0,2
131752,Mag'har Grainbread,131509,0,0,6872,0,2
131753,Mighty Rhino Dogs,131509,0,0,6879,0,2
131754,Moonbrook Riot Taffy,131509,0,0,6887,0,2
131755,Warsong Gulch Iron Ration,131509,0,0,8689,0,2
131756,Defiler's Enriched Ration,131509,0,0,8694,0,2
131757,Clefthoof Ribs,131509,0,0,6528,0,2
131758,Conjured Mana Biscuit,131509,0,0,4670,0,2
131759,Carrot Cupcake,131509,0,0,6519,0,2
131760,Charred Bear Kabobs,131509,0,0,6520,0,2
131761,Crusty Flatbread,131509,0,0,6556,0,2
131762,Forest Mushroom Cap,131509,0,0,6684,0,2
131763,Freshly Baked Bread,131509,0,0,6686,0,2
131764,Friendship Bread,131509,0,0,6687,0,2
131765,Frostberries,131509,0,0,6689,0,2
131766,Gigantic Feast,131509,0,0,6692,0,2
131767,Goblin Deviled Clams,131509,0,0,6694,0,2
131768,Gooey Spider Cake,131509,0,0,6697,0,2
131769,Great Feast,131509,0,0,6701,0,2
131770,Deeprun Rat Kabob,131509,0,0,6569,0,2
131771,Delicious Baked Ham,131509,0,0,6570,0,2
131772,Dried Mushroom Rations,131509,0,0,6581,0,2
131773,Jungle Stew,131509,0,0,6735,0,2
131774,Kibler's Bits,131509,0,0,6737,0,2
131775,Lean Venison,131509,0,0,6739,0,2
131776,Leg Meat,131509,0,0,6741,0,2
131777,Loch Frenzy Delight,131509,0,0,6743,0,2
131778,Clamlette Surprise,131509,0,0,6526,0,2
131779,Conjured Croissant,131509,0,0,6531,0,2
131780,Conjured Pumpernickel,131509,0,0,6536,0,2
131781,Cooked Crab Claw,131509,0,0,6540,0,2
131782,Crisp Dalaran Apple,131509,0,0,6546,0,2
131783,Baked Manta Ray,131509,0,0,6451,0,2
131784,Blackened Basilisk,131509,0,0,6462,0,2
131785,Bonestripper Buzzard Hotwings,131509,0,0,6473,0,2
131786,Clam Chowder,131509,0,0,6525,0,2
131787,Clamlette Surprise,131509,0,0,6527,0,2
131788,Conjured Bread,131509,0,0,6529,0,2
131789,Conjured Mana Strudel,131509,0,0,13257,0,2
131790,Conjured Muffin,131509,0,0,6535,0,2
131791,Conjured Rye,131509,0,0,6537,0,2
131792,Conjured Sourdough,131509,0,0,6538,0,2
131793,Cookie's Jumbo Gumbo,131509,0,0,6543,0,2
131794,Crab Cake,131509,0,0,6545,0,2
131795,Crispy Bat Wing,131509,0,0,6547,0,2
131796,Crispy Lizard Tail,131509,0,0,6548,0,2
131797,Crocolisk Gumbo,131509,0,0,6550,0,2
131798,Cured Ham Steak,131509,0,0,6557,0,2
131799,Dalaran Brownie,131509,0,0,6560,0,2
131800,Beer Basted Boar Ribs,131509,0,0,6456,0,2
131801,Big Bear Steak,131509,0,0,6459,0,2
131802,Blackened Dragonfin,131509,0,0,6463,0,2
131803,Blood Sausage,131509,0,0,6469,0,2
131804,Bloodbelly Fish,131509,0,0,6470,0,2
131805,Slitherskin Mackerel,131509,0,0,6999,0,2
131806,Small Feast,131509,0,0,7000,0,2
131807,Small Pumpkin,131509,0,0,7001,0,2
131808,Spicy Beefstick,131509,0,0,7030,0,2
131809,Spicy Hot Talbuk,131509,0,0,7034,0,2
131810,Spongy Morel,131509,0,0,7037,0,2
131811,Sporeggar Mushroom,131509,0,0,7038,0,2
131812,Springpaw Appetizer,131509,0,0,7040,0,2
131813,Steamed Mandu,131509,0,0,7041,0,2
131814,Stewed Drakeflesh,131509,0,0,7043,0,2
131815,Stormchops,131509,0,0,7046,0,2
131816,Dalaran Doughnut,131509,0,0,6562,0,2
131817,Dalaran Sharp,131509,0,0,6563,0,2
131818,Darnassian Bleu,131509,0,0,6565,0,2
131819,Deep Fried Plantains,131509,0,0,6568,0,2
131820,Delicious Cave Mold,131509,0,0,6571,0,2
131821,Deviate Fish,131509,0,0,6573,0,2
131822,Diamond Berries,131509,0,0,6574,0,2
131823,Dig Rat Stew,131509,0,0,6575,0,2
131824,Dragonfin Filet,131509,0,0,6578,0,2
131825,Feltail Delight,131509,0,0,6586,0,2
131826,Grizzleberries,131509,0,0,6709,0,2
131827,Harvest Bread,131509,0,0,6711,0,2
131828,Harvest Fish,131509,0,0,6712,0,2
131829,Haunch of Meat,131509,0,0,6714,0,2
131830,Healing Herb,131509,0,0,6716,0,2
131831,Heavy Crocolisk Stew,131509,0,0,6719,0,2
131832,Heavy Kodo Stew,131509,0,0,6720,0,2
131833,Hellfire Spineleaf,131509,0,0,6722,0,2
131834,Herb Baked Egg,131509,0,0,6723,0,2
131835,Homemade Cherry Pie,131509,0,0,6725,0,2
131836,Honey Bread,131509,0,0,6726,0,2
131837,Juicy Bear Burger,131509,0,0,6734,0,2
131838,Crunchy Frog,131509,0,0,6552,0,2
131839,Savory Snowplum,131509,0,0,6985,0,2
131840,Scorpid Surprise,131509,0,0,6987,0,2
131841,Bean Soup,131509,0,0,6455,0,2
131842,Seasoned Wolf Kabob,131509,0,0,6988,0,2
131843,Shoveltusk Soup,131509,0,0,6992,0,2
131844,Skullfish Soup,131509,0,0,6997,0,2
131845,Marsh Lichen,131509,0,0,6875,0,2
131846,Mega Mammoth Meal,131509,0,0,6877,0,2
131847,Mightfish Steak,131509,0,0,6878,0,2
131848,Mixed Berries,131509,0,0,6882,0,2
131849,Mon'Nathal Shortribs,131509,0,0,6884,0,2
131850,Monster Omelet,131509,0,0,6885,0,2
131851,Mutton Chop,131509,0,0,6891,0,2
131852,Naaru Ration,131509,0,0,6893,0,2
131853,Ogri'la Chicken Fingers,131509,0,0,6896,0,2
131854,Pickled Fangtooth,131509,0,0,6902,0,2
131855,Poached Nettlefish,131509,0,0,6906,0,2
131856,Radish Kimchi,131509,0,0,6909,0,2
131857,Chocolate Square,131509,0,0,6523,0,2
131858,Conjured Mana Pie,131509,0,0,6533,0,2
131859,Dried King Bolete,131509,0,0,6580,0,2
131860,Boiled Clams,131509,0,0,6472,0,2
131861,Bristly Whisker Catfish,131509,0,0,6477,0,2
131862,Candy Cane,131509,0,0,6483,0,2
131863,Darnassus Kimchi Pie,131509,0,0,6566,0,2
131864,Delicious Chocolate Cake,131509,0,0,6572,0,2
131865,Dried Fruit Rations,131509,0,0,6579,0,2
131866,Essence Mango,131509,0,0,6584,0,2
131867,Alterac Manna Biscuit,131509,0,0,6448,0,2
131868,Berry Pie Slice,131509,0,0,6458,0,2
131869,Bowels 'n' Brains,131509,0,0,6474,0,2
131870,Brilliant Smallfish,131509,0,0,6475,0,2
131871,Briny Hardcheese,131509,0,0,6476,0,2
131872,Broiled Bloodfin,131509,0,0,6478,0,2
131873,Buzzard Bites,131509,0,0,6479,0,2
131874,Cabbage Kimchi,131509,0,0,6480,0,2
131875,Cactus Apple Surprise,131509,0,0,6481,0,2
131876,Candy Bar,131509,0,0,6482,0,2
131877,Carrion Surprise,131509,0,0,6484,0,2
131878,Rainbow Fin Albacore,131509,0,0,6910,0,2
131879,Ravager Dog,131509,0,0,6911,0,2
131880,Red Hot Wings,131509,0,0,6915,0,2
131881,Red Velvet Cupcake,131509,0,0,6916,0,2
131882,Refreshing Red Apple,131509,0,0,6919,0,2
131883,Ripe Watermelon,131509,0,0,6922,0,2
131884,Roast Raptor,131509,0,0,6923,0,2
131885,Roasted Quail,131509,0,0,6928,0,2
131886,Roasted Worg,131509,0,0,6929,0,2
131887,Rock-Salted Pretzel,131509,0,0,6930,0,2
131888,Tender Shovelsteak Steak,131509,0,0,7103,0,2
131889,Zangar Trout,131509,0,0,7104,0,2
131890,Zangar Caps,131509,0,0,7105,0,2
131891,Bladespire Bagel,131509,0,0,6467,0,2
131892,Filet of Redgill,131509,0,0,6676,0,2
131893,Fillet of Frenzy,131509,0,0,6677,0,2
131894,Fine Aged Cheddar,131509,0,0,6679,0,2
131895,Firecracker Salmon,131509,0,0,6680,0,2
131896,Fisherman's Feast,131509,0,0,6682,0,2
131897,Fissure Plant,131509,0,0,6683,0,2
131898,Grilled Sculpin,131509,0,0,6705,0,2
131899,Kaldorei Spider Kabob,131509,0,0,6736,0,2
131900,Lobster Stew,131509,0,0,6742,0,2
131901,Smoked Salmon,131509,0,0,7007,0,2
131902,Smoked Talbuk Venison,131509,0,0,7008,0,2
131903,Soft Banana Bread,131509,0,0,7011,0,2
131904,Soothing Turtle Bisque,131509,0,0,7012,0,2
131905,Sparkling Frostcap,131509,0,0,7014,0,2
131906,Special Chicken Feed,131509,0,0,7015,0,2
131907,Talbuk Steak,131509,0,0,7092,0,2
131908,Very Burnt Worg,131509,0,0,7095,0,2
131909,Underspore Pod,131509,0,0,7097,0,2
131910,Mammoth Meal,131509,0,0,6874,0,2
131911,Winter Veil Loaf,131509,0,0,7108,0,2
131912,Winter Veil Candy,131509,0,0,7110,0,2
131913,Winter Squid,131509,0,0,7111,0,2
131914,Wild Hog Shank,131509,0,0,7114,0,2
131915,Striped Yellowtail,131509,0,0,7115,0,2
131916,Whipper Root Tuber,131509,0,0,7116,0,2
131917,Warp Burger,131509,0,0,7118,0,2
131918,Tasty Lion Steak,131509,0,0,7121,0,2
131919,Black Jelly,131509,0,0,10658,0,2
131920,Lean Wolf Steak,131509,0,0,6740,0,2
131921,Fatty Bluefin,131509,0,0,6585,0,2
131922,Goldenbark Apple,131509,0,0,6696,0,2
131923,Graccu's Homemade Meat Pie,131509,0,0,6699,0,2
131924,Tender Wolf Steak,131509,0,0,7094,0,2
131925,Senggin Root,131509,0,0,6989,0,2
131926,Sizzling Grizzly Flank,131509,0,0,6995,0,2
131927,Skyguard Rations,131509,0,0,6998,0,2
131928,Smoked Bear Meat,131509,0,0,7002,0,2
131929,Stolen Ribs,131509,0,0,7045,0,2
131930,Crunchy Serpent,131509,0,0,6553,0,2
131931,Mag'har Mild Cheese,131509,0,0,6873,0,2
131932,,0,0,4,0,0,0
131933,Bloodhoof Village,131932,1,0,9202,0,0
131934,Brill,131932,1,0,9203,0,0
131935,Falconwing Square,131932,1,0,9204,0,0
131936,Razor Hill,131932,1,0,9205,0,0
131937,,0,0,4,0,0,0
131938,Tailoring skill,131937,450,0,5575,0,1
131939,,0,0,4,0,0,0
131940,Nexus-Prince Shaffar,131939,1,0,3241,0,0
131941,,0,1,8,0,0,0
131942,A Smokywood Pastures' Thank You!,131941,1,0,6223,0,2
131943,A Smokywood Pastures' Thank You!,131941,1,0,6224,0,2
131944,,0,0,4,0,0,0
131945,Durkot Wolfbrother in Warsong Hold,131944,1,0,6226,0,0
131946,Brother Keltan in Icecrown,131944,1,0,6662,0,0
131947,Brother Malach in the Undercity,131944,1,0,6225,0,0
131948,,0,1,8,0,0,0
131949,,131948,1,0,6294,0,2
131950,,131948,1,0,12878,0,2
131951,,131948,1,0,12879,0,2
131952,,131948,1,0,12880,0,2
131953,,131948,1,0,12881,0,2
131954,,131948,1,0,12882,0,2
131955,,131948,1,0,12883,0,2
131956,,131948,1,0,12884,0,2
131957,,131948,1,0,12885,0,2
131958,,131948,1,0,12886,0,2
131959,,131948,1,0,12887,0,2
131960,,131948,1,0,12888,0,2
131961,,131948,1,0,12889,0,2
131962,,131948,1,0,12890,0,2
131963,,131948,1,0,12891,0,2
131964,,131948,1,0,12892,0,2
131965,,0,0,4,0,0,0
131966,Skill to 450,131965,450,0,5571,0,2
131967,,0,1,8,0,0,0
131968,Cenarion War Hippogryph,131967,1,0,1874,0,2
131969,Cenarion War Hippogryph,131967,0,0,6206,0,2
131970,,0,0,4,0,0,0
131971,Razorscale,131970,1,0,10063,0,2
131972,,0,0,4,0,0,0
131973,Flame Leviathan,131972,1,0,10069,0,2
131974,,0,0,4,0,0,0
131975,"Val'anyr, Hammer of Ancient Kings",131974,1,0,10838,0,2
131976,,0,0,4,0,0,0
131977,Champion of Stormwind,131976,1,0,9777,0,0
131978,Exalted with Stormwind,131976,42000,0,5331,0,0
131979,,0,0,4,0,0,0
131980,Champion of Ironforge,131979,1,0,9776,0,2
131981,,0,0,4,0,0,0
131982,Complete the Trial of the Crusader,131981,1,0,13308,0,0
131983,,0,0,4,0,0,0
131984,Defeat the Twin Val'kyr,131983,1,0,12241,0,0
131985,,0,0,4,0,0,0
131986,Beasts Attempt,131985,1,0,11882,0,2
131987,,0,0,4,0,0,0
131988,Freya,131987,1,0,10563,0,0
131989,,0,0,4,0,0,0
131990,The Four Horsemen,131989,1,0,7601,0,2
131991,,0,0,4,0,0,0
131992,Proof of Demise: Anub'arak,131991,1,0,7309,0,0
131993,Proof of Demise: The Prophet Tharon'ja,131991,1,0,7304,0,0
131994,Proof of Demise: Loken,131991,1,0,7308,0,0
131995,Proof of Demise: Mal'Ganis,131991,1,0,7306,0,0
131996,Proof of Demise: Cyanigosa,131991,1,0,7311,0,0
131997,Proof of Demise: Ingvar the Plunderer,131991,1,0,7300,0,0
131998,Proof of Demise: King Ymiron,131991,1,0,7303,0,0
131999,Proof of Demise: Keristrasza,131991,1,0,7301,0,0
132000,Proof of Demise: Ley-Guardian Eregos,131991,1,0,7302,0,0
132001,Proof of Demise: Sjonnir The Ironshaper,131991,1,0,7307,0,0
132002,Proof of Demise: Gal'darah,131991,1,0,7305,0,0
132003,Proof of Demise: Herald Volazj,131991,1,0,7310,0,0
132004,,0,0,4,0,0,0
132005,Onyxia,132004,1,0,12565,0,2
132006,,0,0,4,0,0,0
132007,Last Weeks Mammoth,132006,1,0,6738,0,0
132008,Bad Clams,132006,1,0,6450,0,0
132009,Haunted Herring,132006,1,0,6715,0,0
132010,Tasty Cupcake,132006,1,0,7093,0,0
132011,,0,0,4,0,0,0
132012,Captain Rumsey's Lager,132011,1,0,6761,0,2
132013,,0,0,4,0,0,0
132014,Archavon the Stone Watcher,132013,1,0,8745,0,2
132015,,0,0,4,0,0,0
132016,Assault a flag in Arathi Basin,132015,1,0,6643,0,0
132017,Return a fallen flag in Warsong Gulch,132015,1,0,6644,0,0
132018,Capture the flag in Eye of the Storm,132015,1,0,6641,0,0
132019,Assault a tower in Alterac Valley,132015,1,0,6642,0,0
132020,,0,1,8,0,0,0
132021,Deadly Gladiator,132020,1,0,10881,0,2
132022,Furious Gladiator,132020,1,0,12999,0,2
132023,Relentless Gladiator,132020,1,0,13000,0,2
132024,Duelist,132020,1,0,9720,0,2
132025,Gladiator,132020,1,0,7412,0,2
132026,,0,0,4,0,0,0
132027,Patchwerk,132026,1,0,7127,0,2
132028,,0,0,4,0,0,0
132029,Slad'ran,132028,1,0,7363,0,2
132030,,0,0,4,0,0,0
132031,Vanquish the Raven God,132030,1,0,8908,0,2
132032,,0,0,4,0,0,0
132033,Eat 100 Noblegarden Chocolates,132032,100,0,9119,0,1
132034,,0,0,4,0,0,0
132035,Win Wintergrasp,132034,1,0,6436,0,2
132036,,0,0,6,0,0,0
132037,Alterac Valley,132036,0,0,5507,0,0
132038,Arathi Basin,132036,0,0,5508,0,0
132039,Eye of the Storm,132036,0,0,5510,0,0
132040,Strand of the Ancients,132036,0,0,5511,0,0
132041,Warsong Gulch,132036,0,0,5509,0,0
132042,Isle of Conquest,132036,0,0,13260,0,0
132043,,0,0,4,0,0,0
132044,Wintergrasp Tower Cannon,132043,1,0,9181,0,0
132045,Wintergrasp Catapult,132043,1,0,9178,0,0
132046,Wintergrasp Siege Engine,132043,1,0,6444,0,0
132047,Wintergrasp Demolisher,132043,1,0,9179,0,0
132048,,0,0,4,0,0,0
132049,Sjonnir the Ironshaper,132048,1,0,5615,0,0
132050,,0,0,4,0,0,0
132051,Steelbreaker last (10),132050,1,0,10797,0,2
132052,,0,0,4,0,0,0
132053,Mimiron (25),132052,1,0,10809,0,2
132054,,0,1,8,0,0,0
132055,,132054,0,0,10738,0,2
132056,,132054,1,0,10739,0,2
132057,,0,0,4,0,0,0
132058,Force Thorim to enter the arena while Sif is present,132057,1,0,10800,0,2
132059,,0,0,4,0,0,0
132060,Kill XT Heart (25),132059,1,0,10794,0,2
132061,,0,0,4,0,0,0
132062,Molgeim last (10),132061,1,0,10796,0,2
132063,,0,0,4,0,0,0
132064,Kill Gal'darah while under the effects of Eck Residue.,132063,1,0,7136,0,2
132065,,0,0,4,0,0,0
132066,Timear Foresees Ymirjar Berserkers in your Future!,132065,1,0,7297,0,0
132067,Timear Foresees Infinite Agents in your Future!,132065,1,0,7298,0,0
132068,Timear Foresees Centrifuge Constructs in your Future!,132065,1,0,7296,0,0
132069,Timear Foresees Titanium Vanguards in your Future!,132065,1,0,7299,0,0
132070,,0,0,4,0,0,0
132071,Anomalus,132070,1,0,7316,0,2
132072,,0,0,4,0,0,0
132073,Champion of Orgrimmar,132072,1,0,9783,0,2
132074,,0,0,4,0,0,0
132075,,132074,1,0,12999,0,2
132076,,0,1,8,0,0,0
132077,Val'kyr Twins,132076,1,0,11778,0,2
132078,Val'kyr Twins,132076,1,0,12258,0,2
132079,,0,0,4,0,0,0
132080,Moorabi,132079,1,0,7319,0,2
132081,,0,0,4,0,0,0
132082,Ichoron,132081,1,0,7320,0,2
132083,,0,0,4,0,0,0
132084,Malygos,132083,1,0,7182,0,2
132085,,0,0,4,0,0,0
132086,Sjonnir the Ironshaper,132085,1,0,3659,0,0
132087,,0,0,4,0,0,0
132088,Total deaths from other players,132087,0,0,5594,0,0
132089,,0,0,4,0,0,0
132090,Eat 25 Noblegarden Chocolates,132089,25,0,9119,0,1
132091,,0,0,4,0,0,0
132092,First Aid Manuals learned,132091,0,0,6394,0,0
132093,First Aid Manuals learned,132091,0,0,7222,0,0
132094,,0,0,4,0,0,0
132095,Kill 20 mounted players using a tower cannon,132094,20,0,7703,0,1
132096,,0,1,8,0,0,0
132097,Icehowl,132096,1,0,11780,0,2
132098,Icehowl,132096,1,0,11801,0,2
132099,,0,0,4,0,0,0
132100,Darnassus,132099,1,0,11078,0,0
132101,Ironforge,132099,1,0,11079,0,0
132102,The Exodar,132099,1,0,11080,0,0
132103,Stormwind,132099,1,0,11081,0,0
132104,,0,0,4,0,0,0
132105,We're Out of Cranberry Chutney Again?,132104,1,0,11199,0,0
132106,Don't Forget The Stuffing!,132104,1,0,11200,0,0
132107,Can't Get Enough Turkey,132104,1,0,11201,0,0
132108,She Says Potato,132104,1,0,11198,0,0
132109,Easy As Pie,132104,1,0,11202,0,0
132110,,0,0,4,0,0,0
132111,Win Isle of Conquest.,132110,1,0,13369,0,2
132112,,0,0,4,0,0,0
132113,Steelbreaker last (25),132112,1,0,10799,0,2
132114,,0,0,4,0,0,0
132115,Flame Leviathan + 3 (10),132114,1,0,10786,0,2
132116,,0,0,4,0,0,0
132117,Flame Leviathan + 4 (10),132116,1,0,10787,0,2
132118,,0,0,4,0,0,0
132119,Yogg + 1 (10),132118,1,0,10814,0,2
132120,,0,0,4,0,0,0
132121,Jaraxxus Attempt,132120,1,0,12215,0,2
132122,,0,0,4,0,0,0
132123,Faction Champions attempt,132122,1,0,12216,0,2
132124,,0,0,4,0,0,0
132125,Win Isle of Conquest.,132124,1,0,12064,0,2
132126,Win Isle of Conquest.,132124,1,0,12065,0,2
132127,,0,0,4,0,0,0
132128,Swarm Scarabs Slain,132127,40,0,12198,0,1
132129,,0,100,5,0,0,0
132130,Loot 100 Emblems of Heroism,132129,100,0,5311,0,3
132131,100 Emblems of Valor,132129,100,0,5312,0,3
132132,Emblem of Conquest,132129,100,0,10196,0,3
132133,Emblem of Frost,132129,100,0,13184,0,3
132134,Emblem of Triumph,132129,100,0,13183,0,3
132135,,0,1000,5,0,0,0
132136,Loot 1000 Emblems of Heroism,132135,1000,0,5311,0,3
132137,1000 Emblems of Valor,132135,1000,0,5312,0,3
132138,Emblem of Frost,132135,1000,0,13184,0,3
132139,Emblem of Conquest,132135,1000,0,10196,0,3
132140,Emblem of Triumph,132135,1000,0,13183,0,3
132141,,0,0,4,0,0,0
132142,Glaive Thrower,132141,1,0,11492,0,0
132143,Siege Engine,132141,1,0,11493,0,0
132144,Demolisher,132141,1,0,11494,0,0
132145,Catapult,132141,1,0,11495,0,0
132146,,0,0,4,0,0,0
132147,Players killed,132146,100,0,12068,0,1
132148,Vehicles killed,132146,10,0,12114,0,1
132149,,0,0,4,0,0,0
132150,,132149,1,0,9122,0,2
132151,,0,1,7,0,0,0
132152,Mr. Bigglesworth,132151,1,0,9438,0,0
132153,Mr. Bigglesworth,132151,1,0,9819,0,0
132154,Horde Quests,0,0,4,0,0,0
132155,Shred the Alliance,132154,1,0,7288,6,0
132156,Overwhelmed!,132154,1,0,7291,0,0
132158,Crush Captain Brightwater!,132154,1,0,7293,7,0
132159,Smoke 'Em Out,132154,1,0,7295,2,0
132160,Blackriver Brawl,132154,1,0,7287,3,0
132161,Making Repairs,132154,1,0,7289,4,0
132162,Keep 'Em on their Heels,132154,1,0,7290,5,0
132163,Keep Them at Bay,132154,1,0,7294,1,0
132164,,0,0,4,0,0,0
132165,Infinite Corruptor,132164,1,0,7494,0,2
132166,,0,1,7,0,0,0
132167,Kel'Thuzad,132166,1,0,5136,0,0
132168,Instructor Razuvious,132166,1,0,6410,0,0
132169,Grand Widow Faerlina,132166,1,0,5126,0,0
132170,Grobbulus,132166,1,0,6406,0,0
132171,Archavon the Stone Watcher,132166,1,0,8745,0,2
132172,The Four Horsemen,132166,1,0,7806,0,0
132173,Malygos,132166,1,0,5140,0,0
132174,Sapphiron,132166,1,0,5135,0,0
132175,Gluth,132166,1,0,5124,0,0
132176,Thaddius,132166,1,0,5134,0,0
132177,Patchwerk,132166,1,0,5103,0,0
132178,Noth the Plaguebringer,132166,1,0,5133,0,0
132179,Maexxna,132166,1,0,6405,0,0
132180,Heigan the Unclean,132166,1,0,5128,0,0
132181,Loatheb,132166,1,0,5131,0,0
132182,Sartharion the Onyx Guardian,132166,1,0,5139,0,0
132183,Gothik the Harvester,132166,1,0,5125,0,0
132184,Assembly of Iron,132166,1,0,9977,0,0
132185,Algalon the Observer,132166,1,0,9991,0,0
132186,Flame Leviathan,132166,1,0,9969,0,0
132187,Anub'Rekhan,132166,1,0,5111,0,0
132188,Kologarn,132166,1,0,9979,0,0
132189,Airship Encounter,132166,1,0,13353,0,0
132190,Toravon the Ice Watcher,132166,1,0,13343,0,0
132191,Koralon the Flame Watcher,132166,1,0,13344,0,0
132192,Onyxia,132166,1,0,13345,0,0
132193,Icehowl,132166,1,0,13346,0,0
132194,Lord Jaraxxus,132166,1,0,13347,0,0
132195,Faction Champions,132166,1,0,13348,0,0
132196,Val'kyr Twins,132166,1,0,13349,0,0
132197,Anub'arak,132166,1,0,13350,0,0
132198,Lord Marrowgar,132166,1,0,13351,0,0
132199,Lady Deathwhisper,132166,1,0,13352,0,0
132200,Razorscale,132166,1,0,9955,0,0
132201,Auriaya,132166,1,0,9966,0,0
132202,XT-002 Deconstructor,132166,1,0,9957,0,0
132203,Deathbringer Saurfang,132166,1,0,13354,0,0
132204,Valithria Dreamwalker,132166,1,0,13355,0,0
132205,Festergut,132166,1,0,13356,0,0
132206,Rotface,132166,1,0,13357,0,0
132207,Professor Putricide,132166,1,0,13358,0,0
